latitude,longitude,NDVI
48.81208333946001,2.469583338450008,4.8962903869166325
48.94541667226001,2.594583337950013,5.212085406145811
48.80375000616001,2.1695833396499893,5.899406190967178
48.95375000556001,2.14458333975,7.209473850576876
48.93708333896001,2.369583338849992,4.92583031662289
48.90375000576001,2.519583338249987,5.292163075464171
48.91208333906001,2.519583338249987,4.248406349015211
48.93708333896001,2.5362500048499896,5.4805036463938706
48.93708333896001,2.352916672249989,3.838986686334866
48.96108538835483,2.503925911917209,7.0209827577123685
48.87875000586001,2.336250005649987,2.4739408900362
48.85375000596001,2.219583339449997,5.443174206561251
48.88708333916001,2.4779166717499947,4.578839626404558
48.92041667236001,2.4779166717499947,5.3106772734456715
48.77875000626001,2.23625000605,4.356932664012463
48.77784845791974,2.485614423589182,3.3644286563659493
48.87875000586001,2.594583337950013,4.996537995499394
48.81208333946001,2.452916671850005,4.977083035425338
48.928750005660014,2.2612500059499894,5.067471457278111
48.82875000606001,2.3862500054499947,3.2943230652286806
48.928750005660014,2.161250006350002,5.125158988793642
48.91208333906001,2.502916671650013,4.675060773231179
48.82837643477201,2.144085272562281,7.60749147669544
48.928750005660014,2.311250005749997,4.02371473082915
48.82875000606001,2.452916671850005,7.388444431064717
48.82041667276001,2.352916672249989,4.798714542676732
48.87875000586001,2.377916672150008,4.894973319987056
48.88708333916001,2.4945833383499973,5.366219867390177
48.77875000626001,2.611250004549987,4.647138954324118
48.93773329569991,2.594351632806063,3.4252395180287647
48.80375000616001,2.186250006249992,5.938993459821933
48.78708333956001,2.3195833390500127,5.140399334693049
48.88708333916001,2.186250006249992,5.188792136734125
48.90375000576001,2.269583339250005,3.9092427994069427
48.837083339360014,2.586250004649997,5.624364985587524
48.87041667256001,2.5362500048499896,5.653792023842675
48.82875000606001,2.352916672249989,3.6678056159733874
48.80375000616001,2.39458333875001,5.496647123902131
48.9631197318356,2.519186367762896,7.261893114374091
48.86208333926001,2.127916673149997,6.552106930782489
48.94541667226001,2.461250005149992,5.241888749237983
48.8197578712923,2.170099330584051,7.715641486855672
48.8530323,2.1728728,7.853406687689564
48.8626046,2.1012153,7.8834734441676515
48.92041667236001,2.4945833383499973,5.104085917920389
48.928750005660014,2.177916672950005,5.453786002965282
48.84541667266001,2.544583338150005,5.71964537032159
48.88708333916001,2.2612500059499894,3.5520542481053052
48.89541667246001,2.269583339250005,5.015353237350513
48.795383215984,2.535101333334341,5.496045036162895
48.91208333906001,2.51125000495,4.688005659624749
48.931383644128,2.577574817112007,6.598204273317729
48.95375000556001,2.611250004549987,5.524456051358085
48.82007903277523,2.612776802197334,6.679975314402692
48.79217242199715,2.093941857742313,7.237734343837254
48.83666646098342,2.427087044231428,7.406243649855875
48.93708333896001,2.2279166727500126,5.448630626698075
48.77876741724844,2.616970640478262,6.241128613467197
48.89541667246001,2.444583338549989,4.181687501411143
48.79541667286001,2.186250006249992,7.597782811900263
48.81208333946001,2.502916671650013,5.2953992970625645
48.77688843069723,2.161268410613237,7.704239450293892
48.82875000606001,2.2029166728499945,6.875277524817304
48.88708333916001,2.23625000605,4.730339953789766
48.79544957566562,2.235226222770013,7.684784490219837
48.93708333896001,2.1362500064500125,6.71862182116489
48.92041667236001,2.2945833391499946,4.358550774811659
48.87041667256001,2.30291667245001,2.8091532388557323
48.92814761012802,2.411418931447003,3.3208149257550557
48.84541667266001,2.452916671850005,5.652286804494585
48.78708333956001,2.21125000615001,5.1285457323268435
48.96208333886001,2.336250005649987,5.556329071053879
48.90375000576001,2.452916671850005,6.48083479465045
48.95375000556001,2.219583339449997,6.6094934184284
48.78708333956001,2.23625000605,5.321138547914895
48.9542655885307,2.131583898601548,7.581902747777919
48.80375000616001,2.14458333975,5.2964153201225255
48.88708333916001,2.1945833395500074,4.864567889155648
48.85375000596001,2.552916671449992,6.692656787410344
48.86208333926001,2.41958333865,5.308457074907241
48.81274986255446,2.369126974994164,5.733041822519587
48.89541667246001,2.461250005149992,4.089944382145088
48.82041667276001,2.561250004750008,6.140166025694095
48.90375000576001,2.3862500054499947,3.7690692476161085
48.84541667266001,2.377916672150008,2.8901340397829474
48.82875000606001,2.277916672549992,4.423839664035041
48.77875000626001,2.2945833391499946,5.876376334941408
48.90375000576001,2.51125000495,4.949725673773811
48.88708333916001,2.552916671449992,5.756372722414974
48.96138699192133,2.46573492619321,4.9162345432788195
48.96208333886001,2.586250004649997,5.860533901302767
48.96208333886001,2.2862500058500075,5.398393930955589
48.78708333956001,2.60291667125,5.726155444002076
48.91208333906001,2.1112500065499944,6.437672629843983
48.95375000556001,2.544583338150005,5.282153366799377
48.92041667236001,2.3195833390500127,4.27783338727036
48.84541667266001,2.2612500059499894,4.297401238795524
48.91208333906001,2.2529166726500023,4.828517885768904
48.82875000606001,2.4862500050500103,6.653107149039293
48.91208333906001,2.544583338150005,6.116345929510578
48.928750005660014,2.2529166726500023,4.9558594426172755
48.87875000586001,2.41958333865,4.141648666751963
48.88708333916001,2.39458333875001,4.16430221794071
48.837083339360014,2.2029166728499945,7.1430560468424265
48.86208333926001,2.544583338150005,6.520873629309632
48.77875000626001,2.2445833393499868,3.7522860518849113
48.92041667236001,2.51125000495,5.753964371458031
48.79541667286001,2.444583338549989,4.970648222712255
48.95375000556001,2.23625000605,5.460258446162067
48.93708333896001,2.569583338049995,6.0881983277013045
48.81208333946001,2.2445833393499868,5.625004703810463
48.81104917349454,2.178453218424328,7.336740146457843
48.87875000586001,2.452916671850005,4.3295753023609365
48.86208333926001,2.2445833393499868,7.537084841688555
48.9116916,2.4035084,4.942312468484469
48.94541667226001,2.23625000605,4.7097560792046425
48.9542046,2.1683803,7.258995567129021
48.96208333886001,2.219583339449997,6.307922722038669
48.81208333946001,2.4779166717499947,5.513016384312604
48.85375000596001,2.2862500058500075,3.7048716424200916
48.79541667286001,2.4945833383499973,4.731845173137855
48.77875000626001,2.102916673250008,7.504797886672035
48.78708333956001,2.186250006249992,6.540102806481475
48.86208333926001,2.1112500065499944,7.026552069300298
48.88708333916001,2.1529166730499867,5.67001076231834
48.91208333906001,2.452916671850005,4.708288490340254
48.8456324,2.5931178,7.948461289521416
48.86208333926001,2.502916671650013,4.959961165340819
48.89541667246001,2.2529166726500023,4.326903538018078
48.928750005660014,2.5279166715500025,5.316434737452115
48.82875000606001,2.41958333865,6.904666932588751
48.79541667286001,2.377916672150008,5.744481489565066
48.91208333906001,2.4945833383499973,4.063941717906841
48.84541667266001,2.369583338849992,3.3503548554613123
48.84541667266001,2.3862500054499947,3.6916257121569043
48.837083339360014,2.277916672549992,4.782420543233663
48.928750005660014,2.2862500058500075,4.942764034288897
48.91208333906001,2.594583337950013,5.4011785867495545
48.92041667236001,2.3862500054499947,3.806323426481324
48.87041667256001,2.269583339250005,7.222192954068233
48.80375000616001,2.102916673250008,7.882156377238073
48.90375000576001,2.161250006350002,5.621542699309857
48.8111038,2.5945136,7.135755733004192
48.96208333886001,2.452916671850005,5.184088326271345
48.82875000606001,2.2445833393499868,4.325887514958117
48.79638720000001,2.2469788,7.670823580766307
48.92041667236001,2.23625000605,4.797924302518985
48.837083339360014,2.1695833396499893,6.258965462742058
48.95240241307654,2.421753665971118,5.241813488270578
48.95375000556001,2.4779166717499947,5.049484086068442
48.928750005660014,2.552916671449992,4.577146254637958
48.8279200452598,2.18422081623808,6.362637445341722
48.94541667226001,2.519583338249987,5.482949627834516
48.93708333896001,2.5279166715500025,5.522273483303355
48.837083339360014,2.336250005649987,3.98619713857802
48.91208333906001,2.311250005749997,4.087460770220741
48.87875000586001,2.4029166720499973,4.35117520000602
48.94521369636103,2.130750884853392,6.874449654175855
48.77875000626001,2.4779166717499947,4.68920983510322
48.92041667236001,2.39458333875001,4.037638009798978
48.81133400460797,2.57847723316802,7.206651564299207
48.90375000576001,2.2529166726500023,4.342708341173017
48.82041667276001,2.2945833391499946,4.182176697699272
48.82875000606001,2.30291667245001,4.635774548246043
48.8130213,2.5849947,7.801288467761964
48.88708333916001,2.352916672249989,3.0763673036253207
48.96208333886001,2.361250005550005,5.102317285186384
48.85375000596001,2.452916671850005,4.771319550541502
48.91208333906001,2.4779166717499947,4.909799730565736
48.92041667236001,2.336250005649987,3.527443911764042
48.92041667236001,2.4112500053500128,4.005050010912841
48.78688835965076,2.152196457734502,6.830534879695343
48.86966353705385,2.620315026527016,5.300554673329771
