latitude,longitude,Built_Surface_2020
40.728750038460014,-73.97208302245001,8.94103536506613
40.82041670476001,-74.15541635505001,8.793398504021626
40.754005,-73.9559633,7.86064077547742
40.82041670476001,-73.69708302355001,8.56903804725061
40.85375003796001,-73.84708302295,8.71060043714585
40.85375003796001,-73.91374968935,8.990760449338516
40.83795305463652,-73.65228961213799,7.404059651368905
40.87041670456001,-74.16374968835001,8.913434959169875
40.80375003816001,-74.13041635515,8.974142048410645
40.84541670466001,-73.71374969015001,8.832890238767346
40.7211445,-73.83158689999999,0.0
40.75375003836001,-74.13874968845,7.781240768596954
40.77041670496001,-73.79708302315001,8.698188310020106
40.78556337300338,-74.10552593752375,8.31516742271533
40.73708337176001,-73.64708302375,8.656550970323337
40.77875003826001,-73.73874969005,5.526790646109367
40.71208337186001,-73.96374968915,9.192063466444115
40.87041670456001,-74.01374968895,8.763882041075522
40.72041670516001,-73.92208302265,9.07696210503513
40.72041670516001,-74.01374968895,8.040502620069377
40.74426060768667,-74.07175403925966,9.158838702895055
40.82875003806001,-73.85541635625,8.613262386600951
40.69541670526001,-74.08874968865001,7.603717194905446
40.83708337136001,-74.12208302185,9.150122061769645
40.85375003796001,-73.70541635685001,0.0
40.67875003866001,-73.80541635645001,8.844861386629901
40.67041670536001,-73.78041635655,8.780846182846737
40.73586283379167,-74.08847906261272,7.418812460194724
40.83708337136001,-73.84708302295,9.172397196733542
40.72041670516001,-73.90541635605001,9.30576040762375
40.73765884879935,-73.82995204864355,7.915455268313295
40.67875003866001,-73.76374968995,9.05699487720659
40.87041670456001,-74.03041635555,9.058083574618566
40.728750038460014,-73.79708302315001,9.458855656444452
40.71208337186001,-73.82208302305,5.778654504545885
40.83708337136001,-74.09708302195,8.86841692117388
40.67875003866001,-73.73041635675,7.733787922823776
40.75375003836001,-73.81374968975001,8.88988930370142
40.77041670496001,-73.70541635685001,7.729202904578875
40.87041670456001,-74.14708302175,7.444159664092584
40.87875003786001,-73.91374968935,7.568092630722466
40.84541670466001,-73.86374968955,9.35907582512472
40.728750038460014,-73.71374969015001,8.918702104641948
40.67041670536001,-73.84708302295,5.832179500736203
40.76208337166001,-74.17208302165001,8.957863308890149
40.70375003856001,-73.89708302275001,9.228503878384752
40.81208337146001,-74.16374968835001,7.673593314651975
40.74541670506001,-73.64708302375,8.490490627445455
40.75375003836001,-73.82208302305,9.305326680466917
40.75375003836001,-73.77208302325,9.07936582983609
40.75375003836001,-73.99708302235001,8.91932010139742
40.7867046,-73.9980185,3.5980362330589184
40.81208337146001,-73.68874969025,7.953523673504104
40.67862104128767,-74.07533231000505,6.712228974289488
40.74541670506001,-73.91374968935,9.223605778932628
40.728750038460014,-73.98041635575001,9.211145293557804
40.86208337126001,-73.97208302245001,8.336448627590947
40.81208337146001,-74.13041635515,8.270759095485966
40.77041670496001,-74.16374968835001,9.127382935684578
40.87041670456001,-73.93041635595,3.999478154026489
40.82790006728516,-73.6745287968865,7.888789070291589
40.6970359,-74.0061067,0.0
40.71140258800547,-74.17197907354495,5.1012863017275105
40.71208337186001,-73.94708302255,9.215393124751436
40.81276821571281,-73.7946491232547,0.0
40.76208337166001,-73.89708302275001,0.0
40.77875003826001,-73.97208302245001,4.106069215876371
40.78708337156001,-74.02208302225,9.001413989208263
40.87875003786001,-73.78874968985001,0.0
40.67875003866001,-73.68874969025,9.029697727646832
40.84541670466001,-74.00541635565,9.154862586541988
40.77875003826001,-74.02208302225,8.90407754839888
40.83674121491089,-73.67373277288834,7.593359515317041
40.82041670476001,-73.84708302295,8.551872737014914
40.83747831332936,-74.15510068745428,8.316777982986864
40.83708337136001,-73.87208302285,0.0
40.67875003866001,-73.98874968905001,8.984376271849687
40.83708337136001,-74.11374968855,8.511785964749599
40.70375003856001,-73.69708302355001,8.874549127555888
40.78708337156001,-73.81374968975001,8.70760437011438
40.77875003826001,-73.64708302375,8.86094734019407
40.75375003836001,-73.90541635605001,8.681800247589866
40.87041670456001,-73.91374968935,9.60189475647882
40.84541670466001,-74.11374968855,9.080698949112005
40.83708337136001,-73.99708302235001,8.792357972181723
40.82041670476001,-74.00541635565,8.360935212842989
40.79541670486001,-74.12208302185,9.172642162792997
40.79541670486001,-73.67208302365,9.632377701695509
40.85298878072485,-74.0045735125988,5.34692880151741
40.87041670456001,-73.98874968905001,8.570739826612188
40.87875003786001,-74.04708302215,9.194707078882523
40.67041670536001,-73.87208302285,8.208590136409962
40.83591374114407,-73.81651745441809,9.129423480651358
40.728750038460014,-73.88874968945001,9.039426421790033
40.67041670536001,-74.10541635525,0.0
40.85375003796001,-74.10541635525,6.2800331537315826
40.78708337156001,-74.15541635505001,8.747011908143422
40.81648772647647,-73.76095231564885,8.609576312510187
40.86208337126001,-74.03874968885,8.997682689108876
40.81208337146001,-73.65541635705,5.402517818145536
40.745168238166,-74.06251916698749,8.922712844242028
40.71251682176334,-73.92166498193329,9.031092860411
40.77041670496001,-74.06374968875001,6.647356946747225
40.76208337166001,-73.67208302365,8.190071263656668
40.84541670466001,-73.93041635595,4.313538152250208
40.80375003816001,-74.09708302195,3.3236784733736124
40.74541670506001,-74.02208302225,4.270721243298341
40.74582059999999,-74.01176319999999,8.348500057154556
40.67114016336246,-74.00539070916956,7.441770842046668
40.728750038460014,-73.90541635605001,9.022976159531161
40.82875003806001,-73.92208302265,8.119133036211458
40.77041670496001,-73.93041635595,9.194226897990951
40.83670406055893,-74.1464240713181,8.564344429063652
40.72041670516001,-74.00541635565,8.72287302795012
40.80375003816001,-74.15541635505001,8.94012650592715
40.74541670506001,-74.05541635545,8.968841136374422
40.72041670516001,-73.74708302335,8.733179023135095
40.71208337186001,-73.80541635645001,8.953979877209322
40.68708337196001,-73.87208302285,9.252670055456711
40.73708337176001,-73.94708302255,7.4874353632337565
40.72041670516001,-74.17208302165001,8.887665575688038
40.8622992,-73.8154869,0.0
40.84541670466001,-73.88874968945001,8.867121529459283
40.83756910289615,-73.72197321837348,8.501416736057267
40.82031551220213,-73.64374421799343,6.825148698729031
40.76274038615966,-73.70602766835844,7.5964771506754225
40.87837010377145,-73.79629191437199,0.0
40.76208337166001,-74.15541635505001,3.270414678581689
40.68708337196001,-73.94708302255,9.05481421982357
40.70375003856001,-73.93874968925,8.003969002117973
40.71208337186001,-74.09708302195,6.9798270143006045
40.86208337126001,-74.15541635505001,8.97002134323465
40.74541670506001,-73.97208302245001,7.524636495887563
40.68708337196001,-73.72208302345001,8.539256917819882
40.728750038460014,-74.14708302175,8.856375488656914
40.728750038460014,-74.01374968895,7.339036052672024
40.8452383,-73.9462217,0.0
40.85103147071,-73.7849252135141,8.797550741950507
40.74541670506001,-73.68874969025,8.58341930990541
40.728750038460014,-73.82208302305,8.921480339183782
40.70375003856001,-73.90541635605001,9.329353867419888
40.82041670476001,-73.74708302335,8.201458758370935
40.72781043659089,-73.91392393982119,7.830910583701177
40.78708337156001,-73.73041635675,9.319121185689102
40.77575420625387,-73.68165344590284,8.877441878005865
40.77041670496001,-74.02208302225,8.973554327675382
