latitude,longitude,Travel_Time_2019
48.81208333946001,2.469583338450008,2.6
48.94541667226001,2.594583337950013,4.2
48.80375000616001,2.1695833396499893,2.8000000000000003
48.95375000556001,2.14458333975,1.4000000000000001
48.93708333896001,2.369583338849992,0.0
48.90375000576001,2.519583338249987,4.2
48.91208333906001,2.519583338249987,2.2
48.93708333896001,2.5362500048499896,1.4000000000000001
48.93708333896001,2.352916672249989,1.4000000000000001
48.96108538835483,2.503925911917209,2.6
48.87875000586001,2.336250005649987,0.0
48.85375000596001,2.219583339449997,2.2
48.88708333916001,2.4779166717499947,2.6
48.92041667236001,2.4779166717499947,2.2
48.77875000626001,2.23625000605,2.2
48.77784845791974,2.485614423589182,2.6
48.87875000586001,2.594583337950013,6.6000000000000005
48.81208333946001,2.452916671850005,1.4000000000000001
48.928750005660014,2.2612500059499894,2.2
48.82875000606001,2.3862500054499947,1.4000000000000001
48.928750005660014,2.161250006350002,2.6
48.91208333906001,2.502916671650013,2.6
48.82837643477201,2.144085272562281,2.6
48.928750005660014,2.311250005749997,1.4000000000000001
48.82875000606001,2.452916671850005,2.8000000000000003
48.82041667276001,2.352916672249989,0.0
48.87875000586001,2.377916672150008,0.0
48.88708333916001,2.4945833383499973,2.6
48.77875000626001,2.611250004549987,7.0
48.93773329569991,2.594351632806063,4.2
48.80375000616001,2.186250006249992,2.6
48.78708333956001,2.3195833390500127,2.6
48.88708333916001,2.186250006249992,1.4000000000000001
48.90375000576001,2.269583339250005,1.4000000000000001
48.837083339360014,2.586250004649997,1.4000000000000001
48.87041667256001,2.5362500048499896,2.6
48.82875000606001,2.352916672249989,0.0
48.80375000616001,2.39458333875001,0.0
48.9631197318356,2.519186367762896,2.2
48.86208333926001,2.127916673149997,4.4
48.94541667226001,2.461250005149992,2.2
48.8197578712923,2.170099330584051,4.4
48.8530323,2.1728728,4.4
48.8626046,2.1012153,4.4
48.92041667236001,2.4945833383499973,0.0
48.928750005660014,2.177916672950005,5.4
48.84541667266001,2.544583338150005,1.4000000000000001
48.88708333916001,2.2612500059499894,0.0
48.89541667246001,2.269583339250005,0.0
48.795383215984,2.535101333334341,2.6
48.91208333906001,2.51125000495,2.6
48.931383644128,2.577574817112007,2.6
48.95375000556001,2.611250004549987,8.4
48.82007903277523,2.612776802197334,5.2
48.79217242199715,2.093941857742313,7.0
48.83666646098342,2.427087044231428,2.2
48.93708333896001,2.2279166727500126,2.6
48.77876741724844,2.616970640478262,8.4
48.89541667246001,2.444583338549989,2.6
48.79541667286001,2.186250006249992,4.8
48.81208333946001,2.502916671650013,0.0
48.77688843069723,2.161268410613237,6.800000000000001
48.82875000606001,2.2029166728499945,2.2
48.88708333916001,2.23625000605,2.2
48.79544957566562,2.235226222770013,2.2
48.93708333896001,2.1362500064500125,0.0
48.92041667236001,2.2945833391499946,1.4000000000000001
48.87041667256001,2.30291667245001,2.2
48.92814761012802,2.411418931447003,1.4000000000000001
48.84541667266001,2.452916671850005,1.4000000000000001
48.78708333956001,2.21125000615001,3.0
48.96208333886001,2.336250005649987,4.0
48.90375000576001,2.452916671850005,2.6
48.95375000556001,2.219583339449997,1.4000000000000001
48.78708333956001,2.23625000605,0.0
48.9542655885307,2.131583898601548,4.2
48.80375000616001,2.14458333975,1.4000000000000001
48.88708333916001,2.1945833395500074,0.0
48.85375000596001,2.552916671449992,2.6
48.86208333926001,2.41958333865,2.2
48.81274986255446,2.369126974994164,2.2
48.89541667246001,2.461250005149992,2.6
48.82041667276001,2.561250004750008,4.2
48.90375000576001,2.3862500054499947,0.0
48.84541667266001,2.377916672150008,0.0
48.82875000606001,2.277916672549992,0.0
48.77875000626001,2.2945833391499946,1.4000000000000001
48.90375000576001,2.51125000495,2.8000000000000003
48.88708333916001,2.552916671449992,2.2
48.96138699192133,2.46573492619321,4.0
48.96208333886001,2.586250004649997,5.2
48.96208333886001,2.2862500058500075,2.2
48.78708333956001,2.60291667125,4.4
48.91208333906001,2.1112500065499944,4.0
48.95375000556001,2.544583338150005,2.6
48.92041667236001,2.3195833390500127,1.4000000000000001
48.84541667266001,2.2612500059499894,0.0
