latitude,longitude,CO_2019
34.0777623,-118.7111146,3.4333124993515076
34.05375006516001,-117.95541617985,4.523056385182328
34.02041673196001,-118.47208284445,4.710815668681663
34.08708339836001,-118.43041617795,4.522913845307938
34.19541673126001,-118.53041617755,3.777157223235635
34.15375006476001,-118.57208284405002,3.7464172773589373
33.97273832108221,-117.775548841311,3.9353322479218273
34.02041673196001,-117.98874951305,4.063427014902555
34.07026581030096,-118.1980218529612,4.800309439501743
34.17041673136001,-118.30541617845,4.107968959898651
34.12093730000001,-118.3134232,4.29242236045516
34.1125445,-118.3537833,4.051700028426033
33.7868545,-117.9396322,4.341378558024728
33.87107205777386,-118.3303406878674,5.007025769557011
34.12041673156001,-117.74708284735,3.731617536401855
34.16208339806001,-118.57208284405002,3.7638993978176716
34.09541673166001,-118.59708284395,3.600513877913656
34.0969184,-118.5801229,3.5818961912894554
33.97041673216001,-118.21374951215,4.963689701280081
33.92920718455919,-117.7976932851642,4.212895533724123
34.04541673186001,-118.13874951245,4.610632412705637
34.02041673196001,-118.43874951125,4.9085784061286155
34.2030003,-118.2512004,3.9106232930143796
34.03708339856001,-118.36374951155,4.4929190807131985
34.1973833,-118.2158217,3.793440638253987
33.88708339916001,-118.10541617925,4.456814717701942
33.95375006556001,-117.99708284635,3.691223375446408
34.02040911082593,-117.7399980063867,3.9751496382495155
34.00444526406935,-117.7054076519214,3.9568831833309477
34.1794987,-118.0597403,3.400385806313548
34.07788813625784,-118.1800864519276,4.80772714406583
33.803750066160006,-117.87208284685,4.316217673343247
33.83708339936001,-118.31374951175002,4.9646899825848285
34.1769022,-118.0182335,3.377020330706342
34.02041673196001,-118.36374951155,4.5170935340049585
33.92041673236001,-117.83041618035,4.124389749742592
33.77875925744221,-118.1285068695413,4.585439816358466
33.88663688994881,-117.9467602234476,4.12089439722376
34.06531241813951,-118.6735302940071,3.7278533131189393
33.75374139415982,-117.9810184320723,4.391053369421438
33.92875006566001,-118.42208284465,5.364484618185057
34.14541673146001,-118.74708284335,3.423517962575561
34.07875006506001,-118.45541617785,4.647213026939484
33.74541673306001,-117.95541617985,4.2914515041660835
34.19541673126001,-118.13874951245,3.498657345740132
34.03708339856001,-117.73874951405,3.9776641007797613
33.73708339976001,-118.33874951165,4.576701543700523
34.10375006496001,-118.10541617925,4.683389153026157
33.96208339886001,-118.23041617875,5.234786658350731
33.9946958,-117.7732904,3.9933601215918726
33.77875006626001,-117.97208284645,4.4438665819111325
34.02041673196001,-117.97208284645,4.064706170478265
33.803750066160006,-117.97208284645,4.452510257696459
34.18708339796001,-118.20541617885002,4.00336584111661
33.96208339886001,-117.99708284635,3.8480400563582604
33.76208339966001,-117.81374951375,4.25169371296429
34.04541673186001,-117.94708284655002,4.419464359172461
34.09541673166001,-118.31374951175002,4.667404541423291
34.05375006516001,-118.50541617765,4.34189804822804
34.0968666,-118.7057853,3.4257112702416697
34.01208339866001,-118.08874951265,4.628485062817291
34.15375006476001,-118.07208284605,3.7288610106473308
34.03708339856001,-117.84708284695,4.217601641621495
33.97875006546001,-118.41374951135,4.862804625033721
33.88803336673881,-118.0137072245773,4.798667540371996
33.88708339916001,-118.06374951275,4.640351253929934
34.12041673156001,-118.11374951255002,4.061678946677716
33.83708339936001,-118.07208284605,4.450988355408795
33.92041673236001,-118.03041617955,4.382296050235748
33.87041673256001,-118.35541617825,5.021843255966457
34.12041673156001,-117.69708284755,2.8831623054048334
33.99541673206001,-118.39708284475,4.950670499762645
33.88708339916001,-118.13874951245,4.786623218739736
34.05375006516001,-118.41374951135,4.708517211845001
34.01971203531433,-117.8803180060127,4.045861018569852
34.19541673126001,-118.65541617705,3.55750283332934
33.76208339966001,-117.90541618005,4.306477722627732
34.1285731795913,-118.7507580998999,3.4103551942870376
33.94541673226001,-117.92208284665,3.9531054824101917
33.79541673286001,-117.83874951365,4.239382120620517
33.87041673256001,-117.82208284705,4.349763912972267
34.14541673146001,-118.59708284395,3.626538463110278
33.72875006646001,-117.83041618035,4.190203092449205
33.78708339956001,-118.38041617815,4.7352593069584525
34.11208339826001,-117.71374951415,3.288062773638034
33.90679550953774,-117.9686572449587,4.069214095855575
34.17041673136001,-118.52208284425,3.733217733425509
34.13728161602933,-118.4477607607493,3.8585422909013865
33.88708339916001,-118.35541617825,4.98527577092951
34.15375006476001,-118.04708284615,3.6006099795928797
34.1665647788768,-118.6959784869995,3.4512923479532622
34.0616913,-118.521286,4.3626185654367236
33.84541673266001,-118.29708284515002,4.894973513386058
34.03708339856001,-118.23041617875,4.914009439412193
33.803750066160006,-118.26374951195,4.606960538589229
33.75375006636001,-117.87208284685,4.218731188374779
33.90375006576001,-117.83041618035,4.217243869138109
33.86208339926001,-117.79708284715,4.363826942772907
34.00375006536001,-118.06374951275,4.568014799385624
34.14541673146001,-118.56374951075,3.782057000297817
34.1022995,-118.5537395,3.8474137929152286
34.11128525521836,-118.7109266642441,3.3475386830459675
34.04541673186001,-118.05541617945,4.55076028612321
34.16208339806001,-118.31374951175002,4.143466133365836
34.12041673156001,-118.34708284495,3.961235800052422
33.7959924690238,-117.7634134363041,4.120163748199134
33.82875006606001,-117.79708284715,4.310201027618802
33.96208339886001,-117.77208284725,3.972187952748083
34.12041673156001,-117.79708284715,3.938988165319156
34.15356822071782,-117.7714112571751,3.5149327848049996
34.02041673196001,-118.16374951235,4.711207809915789
34.18708339796001,-118.16374951235,3.575204384298046
34.1119905,-118.6526111,3.557640421451497
34.11981,-118.5241189,3.847488595039975
33.83708339936001,-118.17208284565,4.8537668673473044
33.7381071,-118.1050506,4.3636931667613394
33.78708339956001,-118.41374951135,5.088011464686226
33.86208339926001,-117.87208284685,4.262075268918731
33.85679178130346,-118.2712608911651,4.730198580349526
34.12875006486001,-118.13874951245,3.900555379802774
33.82875006606001,-118.17208284565,4.8107055427918715
33.74541673306001,-118.30541617845,4.598257907176694
34.08708339836001,-117.88041618015,4.496245384033667
34.16208339806001,-118.29708284515002,4.127714114315101
33.77041673296001,-117.78874951385,4.168476630996508
33.81208339946001,-118.06374951275,4.364078193727272
34.12875006486001,-118.47208284445,3.857569908575998
33.82875006606001,-118.24708284535,4.615832251640929
33.73833566243086,-118.3760624751449,5.053521484296666
33.78675752657796,-118.2404897897752,4.568511457904053
34.0939999,-118.5136135,3.9920089234861003
33.75375006636001,-118.39708284475,4.871562075193224
33.99541673206001,-118.26374951195,4.695839337439104
34.03708339856001,-118.48041617775002,4.685647085443526
34.10371254266435,-118.3643818383501,4.153465647329984
34.0607489,-118.5136039,4.364284699946378
33.82041673276001,-118.31374951175002,4.878757639918565
34.12041673156001,-117.78041618055,3.796179924281769
33.98708339876001,-117.73874951405,3.8910907439484648
34.18708339796001,-118.33041617835,4.107131559192174
33.79541673286001,-118.33874951165,4.592012220790221
33.97962147821953,-118.1390150574816,4.702626422682845
33.92041673236001,-118.10541617925,4.628237412910695
33.97041673216001,-117.71374951415,3.83420455317156
34.07348997355035,-118.6220448962932,3.6134366897720946
33.79541673286001,-117.73041618075,3.4775356268497317
33.97041673216001,-118.06374951275,4.5690235838433875
34.08777994677219,-117.7797908243482,3.950288332927709
34.12041673156001,-117.71374951415,2.853304005173011
33.9145836,-117.8073059,4.234373742575845
34.13708339816001,-118.48041617775002,3.84996321088539
33.87041673256001,-118.21374951215,4.810773079848928
34.20375006456001,-118.16374951235,3.0497726929709557
33.85269608094207,-117.8563738892049,4.453749032296004
34.1259727,-118.5202778,3.8487023870401615
34.00375006536001,-118.03874951285002,4.28505514733065
34.18616971122557,-118.2751191895576,4.159494984336608
34.01208339866001,-118.13041617915002,4.679987904432951
33.97917327962573,-117.6889365207163,3.9877756648966307
34.12041673156001,-118.08874951265,4.02014190031233
33.85375006596001,-118.03874951285002,4.392443944790802
34.1054144,-118.5589001,3.8474137929152286
34.16208339806001,-118.23041617875,4.123258224303476
34.12875006486001,-118.50541617765,3.8535999322887022
33.7728217,-118.4269916,5.047732046535839
34.18672594092849,-118.3466508204996,4.265107575436977
34.20375006456001,-118.51374951095,3.9277866263395893
34.11208339826001,-118.12208284585,4.206906603398987
34.14541673146001,-118.37208284485,3.7735009661432377
33.88708339916001,-118.38874951145002,4.873535841728814
33.76208339966001,-117.82208284705,4.23693102262457
33.92875006566001,-118.06374951275,4.192972562801553
34.17041673136001,-118.31374951175002,4.068096445892423
34.02875006526001,-118.22208284545002,4.8686223858668125
34.10435419536377,-118.4469528774812,4.188468737665005
33.85375006596001,-118.10541617925,4.449382314378027
33.98708339876001,-117.89708284675,4.040593602783703
34.06208339846001,-118.41374951135,4.658798848183995
34.04541673186001,-117.93874951325,4.425225252147194
33.96208339886001,-117.68041618095,4.01204770995115
33.92875006566001,-117.88041618015,4.05453233447372
34.20367899946054,-118.3156410302467,3.929523510712218
34.12875006486001,-118.36374951155,3.843582162547195
33.86208339926001,-118.08041617935,4.481946810029769
