latitude,longitude,Population
51.49541666206001,-0.1970833175500104,6.162969994913948
51.528749995260014,-0.0637499847499896,7.047690224237212
51.54541666186001,-0.0387499848499999,7.123211258349352
51.51937102841067,-0.006894379664165,2.0330632587749187
51.528749995260014,-0.1137499845499974,6.000995929722097
51.528749995260014,0.0195833482499949,7.7163570698393436
51.54541666186001,-0.1720833176499923,7.013831703345065
51.54541666186001,0.0279166815500104,7.395229460321056
51.49541666206001,-0.0970833179499948,6.77444548116024
51.53708332856001,-0.1387499844499871,7.326729996352728
51.53708332856001,-0.13041665115,5.099744749129101
51.50374999536001,-0.0887499846500077,5.2231310068641825
51.49541666206001,-0.2304166507499871,4.69971895998693
51.51208332866001,-0.0220833182499973,5.644969001485594
51.528749995260014,-0.047083318149987,7.72528965603183
51.54541666186001,-0.1470833177500026,7.206380593944905
51.478749995460014,-0.1387499844499871,2.570086660956642
51.53708332856001,-0.1137499845499974,7.910517784471907
51.478749995460014,0.0112500149500078,6.7275800527270615
51.528749995260014,-0.0387499848499999,5.089819445391308
51.49541666206001,-0.1470833177500026,4.396622447578434
51.54541666186001,-0.0220833182499973,3.025744412117912
51.50374999536001,-0.1970833175500104,6.056517301564885
51.53708332856001,-0.0137499849500102,2.062029293284499
51.47851884470636,-0.2292539715083336,1.1493946666930914
51.55374999516001,-0.0220833182499973,0.47502999585690353
51.48708332876001,-0.2304166507499871,5.760294463738932
51.55374999516001,-0.1554166510499897,6.7013691370917305
51.53708332856001,0.0195833482499949,6.927384540372522
51.53708332856001,0.0112500149500078,7.708751516405478
51.47041666216001,0.0195833482499949,5.515431963524902
51.52041666196001,-0.0220833182499973,5.649000592672898
51.50374999536001,-0.0804166513499922,4.493198416186852
51.55374999516001,-0.047083318149987,6.9051586797305164
51.528749995260014,-0.0887499846500077,5.82570014451043
51.49541666206001,-0.0554166514500025,5.021847321444755
51.54541666186001,-0.0304166515500128,4.7087009638971224
51.52041666196001,-0.0304166515500128,7.8601069333058255
51.55374999516001,0.0195833482499949,6.873411950268813
51.54541666186001,-0.1220833178500129,4.008721456766679
51.528749995260014,-0.1887499842499949,6.99499986033886
51.528749995260014,-0.0804166513499922,5.910583347091957
51.48708332876001,-0.047083318149987,4.604943919785825
51.52041666196001,-0.1554166510499897,6.271040428744426
51.55374999516001,-0.1887499842499949,4.955650998836868
51.50374999536001,-0.0054166516499947,0.0
51.47041666216001,-0.0554166514500025,6.467127661544127
51.47041666216001,-0.0720833180500051,5.497941216389074
51.50374999536001,-0.1470833177500026,1.6128645427693153
51.51208332866001,-0.1720833176499923,1.5662999824409578
51.47041666216001,-0.1887499842499949,7.534862112991478
51.52041666196001,0.0195833482499949,7.3827899051277734
51.55374999516001,-0.2054166508499975,6.112901413412097
51.528749995260014,-0.1220833178500129,8.313193447445128
51.53708332856001,-0.1637499843500052,5.154152773147274
51.478749995460014,-0.0720833180500051,5.834803438500499
51.47020803052389,-0.0397731843395958,5.642636788382061
51.54541666186001,-0.1137499845499974,6.1541032346641735
51.478749995460014,-0.0137499849500102,6.219016176650581
51.53708332856001,-0.1554166510499897,3.9884071434205826
51.50374999536001,0.0279166815500104,2.659547581224359
51.51208332866001,-0.1887499842499949,6.494931398640771
51.54541666186001,-0.2220833174500001,5.602746710723126
51.478749995460014,-0.047083318149987,6.476764532698778
51.49541236224224,-0.0289844591001156,0.0
51.53708332856001,-0.1220833178500129,6.687577943615636
51.52041666196001,0.0112500149500078,6.826549137780278
51.51208332866001,-0.047083318149987,8.55749684159532
51.52041666196001,-0.0720833180500051,5.803515974459888
51.4869383,-0.15614746,3.258672199105182
51.47041666216001,-0.1637499843500052,5.212400325012284
51.51208332866001,-0.0720833180500051,5.916430550047859
51.47041666216001,-0.0637499847499896,6.534880296872871
51.53708332856001,-0.0804166513499922,6.141652054193471
51.55374999516001,-0.0970833179499948,7.141309555479552
51.53708332856001,-0.213749984150013,3.490499955549285
51.52094977883382,-0.1966164237183629,5.855075675340743
51.55374999516001,-0.1720833176499923,6.174492757684204
51.478749995460014,-0.1637499843500052,1.2712958913715702
51.528749995260014,-0.13041665115,4.0478654340349
51.478749995460014,-0.0304166515500128,6.506076075576701
51.47041666216001,-0.1054166512500103,6.344511761727826
51.53708332856001,-0.0637499847499896,7.066200135917055
51.48708332876001,0.0279166815500104,3.088726020869936
51.48708332876001,-0.0554166514500025,5.077900484228771
51.478749995460014,-0.1054166512500103,6.063329407430657
51.54541666186001,0.0029166816499923,7.434715452437573
51.50374999536001,-0.1387499844499871,3.377575001805039
51.49582210242038,-0.0214733625285319,4.263740139874804
51.47041666216001,-0.1804166509500078,0.0
51.50374999536001,-0.0720833180500051,0.0
51.48708332876001,-0.1887499842499949,7.251393994900154
51.55374999516001,-0.0887499846500077,6.786305581138034
51.49541666206001,-0.1054166512500103,5.733844710556588
51.5540212,-0.0296331,0.25365541998622665
51.478749995460014,-0.0554166514500025,6.010869370541238
51.478749995460014,-0.213749984150013,6.408895652966773
51.51208332866001,-0.0637499847499896,6.829876553816652
51.49541666206001,-0.0137499849500102,6.839856981310764
51.47041666216001,-0.0054166516499947,2.580348549183178
51.50374999536001,-0.1804166509500078,2.7784059251945163
51.52985232862932,0.0024744780400143,2.8378579759730593
51.478749995460014,-0.1720833176499923,6.037344634680068
51.478749995460014,-0.2054166508499975,6.637716970239782
51.50374999536001,0.0195833482499949,3.501354818028562
51.55374999516001,-0.0720833180500051,7.755909082821847
51.52041666196001,-0.13041665115,4.696127963065361
51.53708332856001,-0.1054166512500103,6.169960427698117
51.49541666206001,-0.1887499842499949,6.868244925977139
51.55374999516001,-0.0804166513499922,6.211806428727967
51.48708332876001,-0.0720833180500051,7.852121089969394
51.528749995260014,-0.1637499843500052,2.2870844935406156
51.48708332876001,-0.0970833179499948,6.553184879985557
51.55374999516001,0.0279166815500104,6.638377737440429
51.49354914227528,0.028775264821121,2.5161165201835054
51.47041666216001,-0.0970833179499948,7.5561868245614585
51.51208332866001,-0.13041665115,5.017403727879
51.48708332876001,-0.213749984150013,5.637374637969302
51.49541666206001,-0.0804166513499922,6.121268322951666
51.51208332866001,-0.2054166508499975,5.733412036365811
51.51208332866001,-0.0387499848499999,6.121073436535131
51.54541666186001,-0.0054166516499947,1.9219932281434362
51.52041666196001,-0.0637499847499896,7.548364292035753
51.478749995460014,-0.1804166509500078,5.939506602106145
51.528749995260014,-0.1054166512500103,6.020699021639294
51.52041666196001,-0.1387499844499871,7.7053229932392195
51.55374999516001,-0.1054166512500103,6.291342322520173
51.52041666196001,-0.0887499846500077,4.4559750039643635
51.55318932459522,-0.1812814683699247,5.2829872613097875
51.4948527222737,0.0194371609989495,2.446767377924398
51.49541666206001,-0.1637499843500052,6.167651680708035
51.55393687194188,-0.1454252920473209,4.318875419523417
51.51208332866001,-0.0887499846500077,0.0
51.47041666216001,-0.1720833176499923,6.2157391267524345
51.53708332856001,-0.0887499846500077,6.038485605517234
